Movie Name,Genre,Ratings,Voting Counts,duration_minutes
12. The Wild Robot,Animation,8.2,183000,102
31. Flow,Animation,7.9,85000,85
40. Moana 2,Animation,6.5,109000,100
42. Mufasa: The Lion King,Animation,6.6,71000,118
