Movie Name,Genre,Ratings,Voting Counts,duration_minutes
3. Anora,Romance,7.5,205000,139
6. Mon Potongo,Romance,5.4,551,149
14. Wicked,Romance,7.4,169000,160
16. Babygirl,Romance,5.8,64000,114
45. The Fall Guy,Romance,6.8,227000,126
